,text,labels
174,Хорошо,Общеразговорные
0,********** Любовь,Общеразговорные
525,"*** , а постоянным клиентам скидки не делаете ? "" и ещё хотела спросить , где можно приобрести туфли как у ваших моделей со снимков ?",Оплата
447,ОгОго ) что то быстро ) ) обычно на сбербанк в течение ** дней доходит,Оплата
778,"Добрый день , не очень понятно , продолжаем мы сотрудничество или нет .",Другое
29,Ну да,Общеразговорные
807,"*** , добрый день ? Подскажите пожалуйста , такие халатики есть в наличии ? Каких цветов ?",Характеристики продукта
883,"хорошо , а как поменять на ** ? с размерной сеткой сверялась . Остальная одежда по этим меркам подходит .. узко в рукаве ( в пройме ) и груди ( вытачки ) . Если у вас есть представительство в Санкт ********** , может там поменять ?",Характеристики продукта
448,ОгОго ) что то быстро ) ) обычно на сбербанк в течение ** дней доходит,Оплата
152,спасибо,Общеразговорные
194,добрый вечер ) случайно открыли,Общеразговорные
825,Здравствуйте ! Меня заинтересовал данный товар .,Характеристики продукта
509,"Я заказала через Инстаграм , изменить вид оплаты можно ? И индекс там не вводила",Оплата
841,Здравствуйте ! Меня заинтересовал этот товар . Где узнать размерный ряд ?,Характеристики продукта
467,ОгОго ) что то быстро ) ) обычно на сбербанк в течение ** дней доходит,Оплата
148,Хорошо ),Общеразговорные
940,"Здравствуйте , сколько будет стоить костюм с рисунками ( космос , кошки ) ?",Характеристики продукта
717,"***** , может рамку эту ?",Другое
560,Давайте тогда ее . Сколько будет стоить ?,Оплата
829,Здравствуйте можно ли модель халата *** заказать в другом ***** ? И на какой минимальный рост ?,Характеристики продукта
243,Я хочу второй халат заменить на тунику,Доставка
342,"****** г . ****** ул Мелекесская дом ** . ********* ******* ********** ********** * . Оплата на почте , при получении . Скажите , а платье идет размер в размер ?",Доставка
872,Вот этот костюм .,Характеристики продукта
488,"Я заказала через Инстаграм , изменить вид оплаты можно ? И индекс там не вводила",Оплата
879,Можно оформить заказ ? ),Характеристики продукта
710,"***** , может рамку эту ?",Другое
246,Тюменская область ХМАО г ************* ул Мира ************ **,Доставка
561,давайте я оплачу вам на карту,Оплата
703,Из дисков ?,Другое
583,"Добрый вечер . Не проходит платеж на сбербанк из ***** . Отправте , пожалуйста , наложенным платежом на почту .",Оплата
982,Можно заказать ?,Характеристики продукта
904,А вот такие модели есть в наличии ? ),Характеристики продукта
223,Тюменская область ХМАО г ************* ул Мира ************ **,Доставка
756,"***** , может рамку эту ?",Другое
349,Ок . нашла ... только * ноября отправили ? ? ? Так конечно нет ещё ... я ещё жду с середины октября ...,Доставка
16,Спасибо,Общеразговорные
875,И что с ростовкой пошьют на *** ?,Характеристики продукта
61,Вам спасибо .,Общеразговорные
119,Спасибо Вам ! ! !,Общеразговорные
177,Спасибо !,Общеразговорные
894,И вот такие тапочки ** размер https://vk.com/photo-45062169_361634409,Характеристики продукта
843,Можно сделать у вас заказ ),Характеристики продукта
688,"***** , может рамку эту ?",Другое
930,Полностью на резинке ),Характеристики продукта
613,"Добрый день , не очень понятно , продолжаем мы сотрудничество или нет .",Другое
844,Как размер определить ?,Характеристики продукта
333,Ни чего себе ... и такое бывает ? Как получу сразу отпишусь ... спасибо .,Доставка
521,Оплата при получении на почте,Оплата
667,"***** , может рамку эту ?",Другое
559,"скажите еще , у вас карта виза / мастер или мир ?",Оплата
43,Поговори мне еще,Общеразговорные
810,Без брюк,Характеристики продукта
616,"***** , может рамку эту ?",Другое
639,"***** , может рамку эту ?",Другое
89,Я думаю подойдёт ),Общеразговорные
622,"***** , может рамку эту ?",Другое
400,ОгОго ) что то быстро ) ) обычно на сбербанк в течение ** дней доходит,Оплата
28,Хорошо,Общеразговорные
599,"Добрый день , не очень понятно , продолжаем мы сотрудничество или нет .",Другое
629,"***** , может рамку эту ?",Другое
973,Сейчас посмотрю размерную сетку,Характеристики продукта
860,"Здравствуйте , *** . Скажите , есть ли в наличии платье м165 красное ** размера ?",Характеристики продукта
630,"Добрый день , не очень понятно , продолжаем мы сотрудничество или нет .",Другое
753,Из дисков ?,Другое
914,Летний халат-сарафан без воротника,Характеристики продукта
237,Тюменская область ХМАО г ************* ул Мира ************ **,Доставка
439,"У меня показывает , что не находит такой карты (",Оплата
536,что по поводу оплаты ?,Оплата
363,"г . ****** , улица Саянская , дом * , к . * , кв . *** . Индекс ****** . Телефон : + ********** * Мне легче сделать перевод на карту Сбербанк .",Доставка
725,"Добрый день , не очень понятно , продолжаем мы сотрудничество или нет .",Другое
485,"Я заказала через Инстаграм , изменить вид оплаты можно ? И индекс там не вводила",Оплата
443,"У меня показывает , что не находит такой карты (",Оплата
961,**** темно синий,Характеристики продукта
21,Ты читаешь и игноришь,Общеразговорные
301,Здравствуйте ) как можно заказать костюм ? Город *************,Доставка
737,"***** , может рамку эту ?",Другое
598,"***** , может рамку эту ?",Другое
742,Из дисков ?,Другое
625,Из дисков ?,Другое
211,Я хочу второй халат заменить на тунику,Доставка
99,С наступающим Новым годом ! ! !,Общеразговорные
541,Перевела,Оплата
330,Индекс исправить можно ? На ******,Доставка
565,"Хорошо , распечатаю от сюда ! Спасибо !",Оплата
38,"*** , привет . там вопрос в комментариях",Общеразговорные
519,ОгОго ) что то быстро ) ) обычно на сбербанк в течение ** дней доходит,Оплата
489,ОгОго ) что то быстро ) ) обычно на сбербанк в течение ** дней доходит,Оплата
954,Жду костюм,Характеристики продукта
469,"У меня показывает , что не находит такой карты (",Оплата
863,Можете сказать фирму блузы ?,Характеристики продукта
611,Из дисков ?,Другое
765,"Добрый день , не очень понятно , продолжаем мы сотрудничество или нет .",Другое
528,Там победители розыгрыша будут в Сообщения сообщества отписываться,Оплата
493,"Я заказала через Инстаграм , изменить вид оплаты можно ? И индекс там не вводила",Оплата
713,"***** , может рамку эту ?",Другое
976,** размер есть ?,Характеристики продукта
348,Возможно прислать обратно и получить всё же красное ** размера ?,Доставка
924,Плотные,Характеристики продукта
755,Из дисков ?,Другое
317,"Добрый день ! **** , вы приняли мой заказ ?",Доставка
548,Только что перевела,Оплата
7,Нет такие не нравятся,Общеразговорные
535,Оплачивать можно сейчас ?,Оплата
544,С ******* на сбербанк деньги доходят в течение ** дней,Оплата
263,Тюменская область ХМАО г ************* ул Мира ************ **,Доставка
813,Чисто белый,Характеристики продукта
529,"напишете перед отправкой , оплачу по карте",Оплата
707,Из дисков ?,Другое
274,"Спасибо большое ! ! Все получила , все подошло !",Доставка
681,"Добрый день , не очень понятно , продолжаем мы сотрудничество или нет .",Другое
921,Вот эти лосины,Характеристики продукта
2,********** Любовь,Общеразговорные
837,Тогда можно мне голубой такой халатик размер ** и такой красный размер ** ( все из плотной ткани ) .,Характеристики продукта
432,"У меня показывает , что не находит такой карты (",Оплата
593,"***** , может рамку эту ?",Другое
920,"Здравствуйте ! Меня заинтересовал этот товар . можно ли увидеть размерную сетку , чтобы определиться с размером ?",Характеристики продукта
261,Тюменская область ХМАО г ************* ул Мира ************ **,Доставка
952,А что на счёт ростовки,Характеристики продукта
850,Лучше ** размер,Характеристики продукта
620,Из дисков ?,Другое
749,"Добрый день , не очень понятно , продолжаем мы сотрудничество или нет .",Другое
94,"Пусть поймёт , что тебе теперь никайф",Общеразговорные
913,Как можно заказать у вас халат ?,Характеристики продукта
955,"Зеленый тогда , если можно",Характеристики продукта
803,Нет тонкую хочу,Характеристики продукта
476,ОгОго ) что то быстро ) ) обычно на сбербанк в течение ** дней доходит,Оплата
161,"Да , спасибо",Общеразговорные
933,Голубое заказываем,Характеристики продукта
822,"почему **** фуксия , был же лиловый ? ? ?",Характеристики продукта
328,"все получила , замечательно и размер и рост очень ! ! !",Доставка
82,я в данное время в ***,Общеразговорные
344,"**** , остановите заказ",Доставка
244,Тюменская область ХМАО г ************* ул Мира ************ **,Доставка
767,Из дисков ?,Другое
455,"Я заказала через Инстаграм , изменить вид оплаты можно ? И индекс там не вводила",Оплата
683,Из дисков ?,Другое
682,"***** , может рамку эту ?",Другое
744,"Добрый день , не очень понятно , продолжаем мы сотрудничество или нет .",Другое
490,"Я заказала через Инстаграм , изменить вид оплаты можно ? И индекс там не вводила",Оплата
299,Спасибо Буду забирать в среду Я в командировке,Доставка
605,"Добрый день , не очень понятно , продолжаем мы сотрудничество или нет .",Другое
543,Оплата при получении,Оплата
520,сколько будет стоить ?,Оплата
690,"***** , может рамку эту ?",Другое
4,Нет такие не нравятся,Общеразговорные
656,"Добрый день , не очень понятно , продолжаем мы сотрудничество или нет .",Другое
971,"А на ваш взгляд , акая лучше в уходе ( не мнется , сохраняет вид и не обесцвечивается при стирке ?",Характеристики продукта
471,"Я заказала через Инстаграм , изменить вид оплаты можно ? И индекс там не вводила",Оплата
482,ОгОго ) что то быстро ) ) обычно на сбербанк в течение ** дней доходит,Оплата
463,"У меня показывает , что не находит такой карты (",Оплата
144,Да дороги плохие зимой !,Общеразговорные
352,"Спасибо , завтра получу",Доставка
325,"*** , добрый вечер ... я уехала , на две ****** ... по приезду заберу ... ( в понедельник )",Доставка
30,"и можно , еще один вопрос до этого были посылки в кз ?",Общеразговорные
873,Здравствуйте ! Меня заинтересовал этот товар . Имеется ** размер ?,Характеристики продукта
287,"Московская область , г . ******** , мкр . ******* , ул . Адмирала ******** ***** . ************ ******* ********* ********* ******** .",Доставка
304,****** *************** ул . Коллонтай *** кВ ** ******* ***** ********** ********** *,Доставка
187,Спасибо,Общеразговорные
975,Вот с бабочками шикарная ... цена ?,Характеристики продукта
970,** на заказ,Характеристики продукта
554,Перевела,Оплата
796,И я не нашла размерную сетку в группе . Грудь *** см талия ** см бедра *** . Это какой размер будет ? ** ?,Характеристики продукта
77,Да,Общеразговорные
260,Тюменская область ХМАО г ************* ул Мира ************ **,Доставка
70,это нашими *****,Общеразговорные
726,Из дисков ?,Другое
350,И какая стоимость доставки будет в мой район,Доставка
586,Ну напиши в розыгрыше ),Оплата
6,********** Любовь,Общеразговорные
684,"***** , может рамку эту ?",Другое
642,"***** , может рамку эту ?",Другое
479,ОгОго ) что то быстро ) ) обычно на сбербанк в течение ** дней доходит,Оплата
196,Хорошо тогда в каких ******,Общеразговорные
454,ОгОго ) что то быстро ) ) обычно на сбербанк в течение ** дней доходит,Оплата
308,Село ****,Доставка
748,"Добрый день , не очень понятно , продолжаем мы сотрудничество или нет .",Другое
733,"***** , может рамку эту ?",Другое
895,"А когда появится с широкой юбкой темно - синее , его закажем",Характеристики продукта
197,А сколько по времени доставка будет ?,Доставка
770,"Добрый день , не очень понятно , продолжаем мы сотрудничество или нет .",Другое
169,В зал хожу попа растёт,Общеразговорные
449,"Я заказала через Инстаграм , изменить вид оплаты можно ? И индекс там не вводила",Оплата
641,Из дисков ?,Другое
719,Из дисков ?,Другое
397,"У меня показывает , что не находит такой карты (",Оплата
259,Тюменская область ХМАО г ************* ул Мира ************ **,Доставка
202,Тюменская область ХМАО г ************* ул Мира ************ **,Доставка
199,А сколько по времени доставка будет ?,Доставка
154,"Приветствую ! Что-то пишут нам , что не отвечает людям никто",Общеразговорные
24,Хорошо хорошо не тороплю только не забудьте про меня !,Общеразговорные
928,Можно заказать такой халат ***** размера ? г . ***,Характеристики продукта
291,"**** , добрый вечер ! А Вы уже сделали заявку на пошив ? Можно один заказ изменить ?",Доставка
284,"****** Республика **** , Ижемский район , село **** , улица Больничный городок дом ** квартира * . ********** ******* **********",Доставка
51,"Да , ОК .",Общеразговорные
518,"Я заказала через Инстаграм , изменить вид оплаты можно ? И индекс там не вводила",Оплата
298,"доброго времени суток , сегодня смска с трэк номером не приходила , или это ничего страшного ?",Доставка
376,"Здравствуйте , **** . Мой заказ **** пришёл . Но там белое платье",Доставка
268,А сколько по времени доставка будет ?,Доставка
163,Аа хорошо,Общеразговорные
640,"Добрый день , не очень понятно , продолжаем мы сотрудничество или нет .",Другое
436,ОгОго ) что то быстро ) ) обычно на сбербанк в течение ** дней доходит,Оплата
49,Хорошо ) ),Общеразговорные
631,"Добрый день , не очень понятно , продолжаем мы сотрудничество или нет .",Другое
899,Здравствуйте ! Меня заинтересовал этот товар . Что за ткань ? имеется ** размер ?,Характеристики продукта
81,Ну да ),Общеразговорные
721,Из дисков ?,Другое
254,Я хочу второй халат заменить на тунику,Доставка
963,"Да , те же ) ) ) спасибо , большое ) у вас костюмы просто отличные",Характеристики продукта
380,"*** , здравствуйте . У вас есть номер отслеживания моего заказа ? Что то не пришел еще .. думаю может на почте спросить по номеру ?",Доставка
727,"***** , может рамку эту ?",Другое
138,Спасибо ),Общеразговорные
679,"Добрый день , не очень понятно , продолжаем мы сотрудничество или нет .",Другое
164,Да не за что ),Общеразговорные
105,Спасибо,Общеразговорные
93,Нет вот этот **** .,Общеразговорные
143,Договорились ),Общеразговорные
779,"Добрый день , не очень понятно , продолжаем мы сотрудничество или нет .",Другое
219,Я хочу второй халат заменить на тунику,Доставка
588,Почтой оплата при получении .,Оплата
419,"У меня показывает , что не находит такой карты (",Оплата
909,Зубками,Характеристики продукта
457,ОгОго ) что то быстро ) ) обычно на сбербанк в течение ** дней доходит,Оплата
257,А сколько по времени доставка будет ?,Доставка
983,"Ух у меня ошибка , брюки ** размер",Характеристики продукта
316,Адрес отслеживания посылки по почте будет ?,Доставка
524,"Да , данные те же . Деньги на карту ***** *********** м . ?",Оплата
54,Обязательно пришлю,Общеразговорные
453,"У меня показывает , что не находит такой карты (",Оплата
216,Тюменская область ХМАО г ************* ул Мира ************ **,Доставка
210,А сколько по времени доставка будет ?,Доставка
120,"Она рассказывала , что с папой был разговор и что много советов дал",Общеразговорные
234,А сколько по времени доставка будет ?,Доставка
619,Из дисков ?,Другое
731,"***** , может рамку эту ?",Другое
941,Здравствуйте ! Заказ можно оформить ? Что-то Вы вчера ничего не ответили по этому поводу .,Характеристики продукта
411,"Я заказала через Инстаграм , изменить вид оплаты можно ? И индекс там не вводила",Оплата
596,"Добрый день , не очень понятно , продолжаем мы сотрудничество или нет .",Другое
388,"*** , посылку получила , все подошло , понравилось ... спасибо .",Доставка
885,В таком голубом ?,Характеристики продукта
132,Спасибо вам,Общеразговорные
498,"Я заказала через Инстаграм , изменить вид оплаты можно ? И индекс там не вводила",Оплата
581,А оплачивать как ?,Оплата
673,Из дисков ?,Другое
866,М ***,Характеристики продукта
186,Спасибо большое !,Общеразговорные
97,А на фото какие ?,Общеразговорные
865,"Вот её и халат с длинным рукавом , оба ** р-р",Характеристики продукта
473,"У меня показывает , что не находит такой карты (",Оплата
627,"Добрый день , не очень понятно , продолжаем мы сотрудничество или нет .",Другое
574,"Напишите , когда оплачивать",Оплата
62,Ок,Общеразговорные
238,Я хочу второй халат заменить на тунику,Доставка
777,"Добрый день , не очень понятно , продолжаем мы сотрудничество или нет .",Другое
691,"***** , может рамку эту ?",Другое
839,Хочу заказать этот костюм . как можно сделать заявку ? мой размер *****,Характеристики продукта
281,Не нашёлся мой трек код .. ?,Доставка
406,"Я заказала через Инстаграм , изменить вид оплаты можно ? И индекс там не вводила",Оплата
965,"Ок тогда жду свой комбезик , ** размер , ростовка ****",Характеристики продукта
654,"***** , может рамку эту ?",Другое
568,Оплата каким способом ? По предоплате или на почте при получении ?,Оплата
387,А как можно сделать заказ ?,Доставка
815,Из плотного материала тогда нету ?,Характеристики продукта
141,Кайфовая штука,Общеразговорные
296,"Если размер не подойдет , можно обменять ?",Доставка
635,"Добрый день , не очень понятно , продолжаем мы сотрудничество или нет .",Другое
739,"Добрый день , не очень понятно , продолжаем мы сотрудничество или нет .",Другое
285,при получении на почте,Доставка
905,Здравствуйте меня интересует халат на запах и *** . Есть ли ** размер и соответствуют ли размеры или он маломерка,Характеристики продукта
508,"У меня показывает , что не находит такой карты (",Оплата
942,Здравствуйте ! Меня заинтересовал этот товар . Как заказать этот халат ? Мне нужен ** размер .,Характеристики продукта
251,А сколько по времени доставка будет ?,Доставка
861,Как сделать заказ ? ),Характеристики продукта
114,*** жду ответа !,Общеразговорные
567,Ну че розыгрыш не делаете ?,Оплата
966,А это какой материал ?,Характеристики продукта
773,"Добрый день , не очень понятно , продолжаем мы сотрудничество или нет .",Другое
709,Из дисков ?,Другое
637,"***** , может рамку эту ?",Другое
761,"Добрый день , не очень понятно , продолжаем мы сотрудничество или нет .",Другое
167,Точно,Общеразговорные
617,Из дисков ?,Другое
366,"Спасибо , я получила деньги за возврат . Приятно работать с порядочными людьми , будьте здоровы в **** году !",Доставка
968,"Добрый день , вы посмотрели наличие ?",Характеристики продукта
687,"Добрый день , не очень понятно , продолжаем мы сотрудничество или нет .",Другое
552,При получении ...,Оплата
286,Отлично ! Отправляйте,Доставка
402,ОгОго ) что то быстро ) ) обычно на сбербанк в течение ** дней доходит,Оплата
200,Я хочу второй халат заменить на тунику,Доставка
307,Уханова ******* ********** Вологодская область город ********* улица ******** ** индекс ****** номер ********** * за **** р оплачу на почте,Доставка
288,"О том , что посылка на почте",Доставка
76,Да ..,Общеразговорные
239,Тюменская область ХМАО г ************* ул Мира ************ **,Доставка
404,"У меня показывает , что не находит такой карты (",Оплата
804,Да . сразу отдала . жду ** размер,Характеристики продукта
347,Доставка в КЗ возможен ?,Доставка
208,Тюменская область ХМАО г ************* ул Мира ************ **,Доставка
736,"***** , может рамку эту ?",Другое
48,Это Вам спасибо ),Общеразговорные
573,"Здравствуйте , скажите , пожалуйста , как можно оформить заказ ? Как проводится оплата ?",Оплата
974,"Рост *** см , обхват груди ** , обхват бедер **",Характеристики продукта
926,Можете прислать каталог,Характеристики продукта
824,"ОГ ** , ОБ ***",Характеристики продукта
137,"Да , данные те же",Общеразговорные
370,Спасибо за информацию . Для меня она полезная . Я живу Ямало-Ненецком автон . округе,Доставка
405,ОгОго ) что то быстро ) ) обычно на сбербанк в течение ** дней доходит,Оплата
918,Чёрный костюм,Характеристики продукта
884,Мне оба из плотной ткани .,Характеристики продукта
386,"Вам спасибо , сколько дней идти будет ?",Доставка
537,Вы точно правильно написали номер карты ?,Оплата
487,"Я заказала через Инстаграм , изменить вид оплаты можно ? И индекс там не вводила",Оплата
846,Только именно костюмами можно ?,Характеристики продукта
867,Спасибо . Можно вот эту ? https://vk.com/market-45062169?w=product-45062169_1691010,Характеристики продукта
602,"Добрый день , не очень понятно , продолжаем мы сотрудничество или нет .",Другое
854,"Розовый . Белый я тоже закажу , но другой , который * *** на кнопочках",Характеристики продукта
378,В течении скольких дней будет доставка в ********,Доставка
470,ОгОго ) что то быстро ) ) обычно на сбербанк в течение ** дней доходит,Оплата
610,Из дисков ?,Другое
910,"Можно тогда пока только с котом , а на заказ сшить вот эту",Характеристики продукта
799,"ну по этой сетке ** размер , а они вообще свободными идут или по фигуре ?",Характеристики продукта
902,Или на *** рост,Характеристики продукта
728,"***** , может рамку эту ?",Другое
337,"Здравствуйте , мой заказ отправили ?",Доставка
644,"***** , может рамку эту ?",Другое
227,А сколько по времени доставка будет ?,Доставка
950,Разм,Характеристики продукта
57,Добрый день можно заказ сделать ?,Общеразговорные
59,Можно мне его ),Общеразговорные
827,Такой есть в ** размере на рост *** ?,Характеристики продукта
840,"Брюки на резинке и туники *********** цвета , размер *****",Характеристики продукта
571,Дошли ?,Оплата
157,Хорошо,Общеразговорные
191,Юлечка спасибо ничего не делайте . Я УЖЕ ПРОДАЛА НА РАБОТЕ ЕГО .. СПАСИБО .,Общеразговорные
142,********** Любовь **********,Общеразговорные
853,Жёлтый,Характеристики продукта
9,********** Любовь,Общеразговорные
104,Хорошо .,Общеразговорные
979,Немножко по талии маловат но там же пояс я думаю будет нормально,Характеристики продукта
150,Это не у нас,Общеразговорные
71,Предлагаю завтра в ***** тайм выпустить рекламу ) сегодня лучшее время было занято,Общеразговорные
275,"Да , я вкурсе , меня просто нет в городе , а мужу не отдали ... ( ходил на почту ) ...",Доставка
495,ОгОго ) что то быстро ) ) обычно на сбербанк в течение ** дней доходит,Оплата
887,"Здравствуйте . Хочу заказать-Халат *** ткань сатори ( ** хб / ** полиэстер , плотность **** \ м3 ) цена **** руб , размер ** , **** темно-синий ; Комбинезон м ** Хлопок-стрейч **** руб , размер ** , **** темно-синий . Республика ************ , г . ******** , ул . ******* д7 . , кв ** . ********** * . ********************** ********** **** ********* . По почте **",Характеристики продукта
433,"Я заказала через Инстаграм , изменить вид оплаты можно ? И индекс там не вводила",Оплата
102,Хорошо ),Общеразговорные
697,"***** , может рамку эту ?",Другое
83,Ок ! Вечером сделаем рекламу,Общеразговорные
110,Мне нужен **,Общеразговорные
35,Хорошо . Я согласна,Общеразговорные
315,А до ******** в течение ******* дней дойдет ?,Доставка
430,"Я заказала через Инстаграм , изменить вид оплаты можно ? И индекс там не вводила",Оплата
738,Из дисков ?,Другое
458,ОгОго ) что то быстро ) ) обычно на сбербанк в течение ** дней доходит,Оплата
385,"Республика ************ , г . ******** . , ул . Энергетиков ** , кв . ** . ********** **** ********* . *** *** ** **",Доставка
435,"Я заказала через Инстаграм , изменить вид оплаты можно ? И индекс там не вводила",Оплата
502,"Я заказала через Инстаграм , изменить вид оплаты можно ? И индекс там не вводила",Оплата
925,* . Размер ** . * . г . *** . ул . Проспект Октября ** кв . ** индекс ****** . ********** ******* ********** . Тел . ********** *,Характеристики продукта
50,Хорошо ) ),Общеразговорные
52,Думаю нет ! У нас же не эта целевая аудитория,Общеразговорные
647,"***** , может рамку эту ?",Другое
383,Тел ********** *,Доставка
271,"Здравствуйте , хотела узнать , вы отправляли посылку ?",Доставка
269,Тюменская область ХМАО г ************* ул Мира ************ **,Доставка
675,"***** , может рамку эту ?",Другое
437,"Я заказала через Инстаграм , изменить вид оплаты можно ? И индекс там не вводила",Оплата
597,"Добрый день , не очень понятно , продолжаем мы сотрудничество или нет .",Другое
416,"Я заказала через Инстаграм , изменить вид оплаты можно ? И индекс там не вводила",Оплата
722,"***** , может рамку эту ?",Другое
685,Из дисков ?,Другое
195,"Нет , вот я вам и написала",Общеразговорные
651,"Добрый день , не очень понятно , продолжаем мы сотрудничество или нет .",Другое
474,"Я заказала через Инстаграм , изменить вид оплаты можно ? И индекс там не вводила",Оплата
266,Тюменская область ХМАО г ************* ул Мира ************ **,Доставка
842,Только то что женское прислала,Характеристики продукта
45,да,Общеразговорные
499,"Я заказала через Инстаграм , изменить вид оплаты можно ? И индекс там не вводила",Оплата
360,Можно трек ?,Доставка
805,Баклажан наверное . Там на фотоотзывах есть такой . Ну или ***** . Что нибудь такое . А на рост *** нет . Я заказывала комбинезон через сайт мне на *** отшивали .,Характеристики продукта
715,"Добрый день , не очень понятно , продолжаем мы сотрудничество или нет .",Другое
769,"***** , может рамку эту ?",Другое
670,Из дисков ?,Другое
162,Здравствуйте,Общеразговорные
358,Посылка с красным платьем пришла . Спасибо . Подошло идеально ) ) ),Доставка
166,Сейчас напишу,Общеразговорные
934,"и есть ли эта , еще в наличии ? р48",Характеристики продукта
566,******* ? Сбербанк ?,Оплата
828,Тогда можно розовый **,Характеристики продукта
100,и вам спасибо . С Наступающим !,Общеразговорные
916,Все померила нормально но можно чуть больше размер так как рост явно на *** а у меня ***,Характеристики продукта
655,"***** , может рамку эту ?",Другое
398,ОгОго ) что то быстро ) ) обычно на сбербанк в течение ** дней доходит,Оплата
12,Спасибо,Общеразговорные
341,"Здравствуйте , я вам отправила товар , почему вы не забрали ?",Доставка
870,"** р-р самый маленький , они идут размер в размер ? То есть если я ношу ** то можно заказывать ** и не боятся , что будет мал",Характеристики продукта
660,"***** , может рамку эту ?",Другое
241,Я хочу второй халат заменить на тунику,Доставка
569,Перевела,Оплата
481,"Я заказала через Инстаграм , изменить вид оплаты можно ? И индекс там не вводила",Оплата
512,"Я заказала через Инстаграм , изменить вид оплаты можно ? И индекс там не вводила",Оплата
891,"Давайте пока розовый , про который писала закажем . Эти оба понравились , я подумаю какой , с рукавом или без . Хорошо ?",Характеристики продукта
480,"У меня показывает , что не находит такой карты (",Оплата
888,"Да-да , пусть такой и остается ! У первого воротник то , что я хотела )",Характеристики продукта
621,"***** , может рамку эту ?",Другое
72,Или таком ***** ?,Общеразговорные
230,Я хочу второй халат заменить на тунику,Доставка
497,"Я заказала через Инстаграм , изменить вид оплаты можно ? И индекс там не вводила",Оплата
151,Спасибо,Общеразговорные
716,"***** , может рамку эту ?",Другое
13,********** Любовь,Общеразговорные
262,Я хочу второй халат заменить на тунику,Доставка
53,Спасибо . Надеюсь так и будет .,Общеразговорные
427,"У меня показывает , что не находит такой карты (",Оплата
946,А можно его вид сзади,Характеристики продукта
486,"У меня показывает , что не находит такой карты (",Оплата
168,Я бы на твоём месте ей поедъявила,Общеразговорные
128,"Да , подожду )",Общеразговорные
109,А хочется больше первый .,Общеразговорные
27,Хорошо,Общеразговорные
336,"*** , добрый день . По заказу вам отпишется моя дочь Она из СПб . Зовут ******* ***** . Спасибо вам большое .",Доставка
907,"**** , добрый вечер ! Подскажите пожалуйста , можно заказать брюки и халатик ?",Характеристики продукта
614,"***** , может рамку эту ?",Другое
898,"Сабо тогда ** р - р нужны , если есьь в наличии отправляйте вместе с платьем . Можно заказать транспортной компанией СДЕК г . ***** пункт выдачи Запорожцев ********** ************* , наложенным платеж .",Характеристики продукта
699,"Добрый день , не очень понятно , продолжаем мы сотрудничество или нет .",Другое
413,"Я заказала через Инстаграм , изменить вид оплаты можно ? И индекс там не вводила",Оплата
937,** размер ?,Характеристики продукта
420,"У меня показывает , что не находит такой карты (",Оплата
584,оплатить могу на карту . а примерный срок исполнения заказа какой ?,Оплата
107,"Видала ) ) ) поняла , что грубанула",Общеразговорные
856,Блузу желательно с такими же штанами,Характеристики продукта
540,"Хорошо , если сегодня не успею перевести , заплачу на почте , или можно завтра перевести ?",Оплата
795,Хорошо годится он соответствует ** размеру он больше чем по вашей табличке которая до ** да ? Я хочу его заказать и если он соответствует размеру то тогда *,Характеристики продукта
133,я согласна,Общеразговорные
496,ОгОго ) что то быстро ) ) обычно на сбербанк в течение ** дней доходит,Оплата
735,Из дисков ?,Другое
32,"Ты правда скажи ей , ***** , скажи что неприятно ловить взгляды такие было",Общеразговорные
492,ОгОго ) что то быстро ) ) обычно на сбербанк в течение ** дней доходит,Оплата
771,"***** , может рамку эту ?",Другое
808,"Здравствуйте , **** . Хочу заказать блузу голубую м272 ** размера и брюки белые ****** м530 ** размера . Все есть в наличии ?",Характеристики продукта
680,"Добрый день , не очень понятно , продолжаем мы сотрудничество или нет .",Другое
130,Здравствуйте,Общеразговорные
816,Тогда можно оформить ?,Характеристики продукта
31,Жалко ) ),Общеразговорные
235,А сколько по времени доставка будет ?,Доставка
64,Хорошо . Буду ждать ответа ),Общеразговорные
912,А какие цвета тонкой,Характеристики продукта
472,ОгОго ) что то быстро ) ) обычно на сбербанк в течение ** дней доходит,Оплата
612,"***** , может рамку эту ?",Другое
22,Ок спасибо,Общеразговорные
672,"***** , может рамку эту ?",Другое
859,"Спасибо А где можно посмотреть размерный ряд , как расчитать",Характеристики продукта
592,"Добрый день , не очень понятно , продолжаем мы сотрудничество или нет .",Другое
310,"* . Размер ** * . Республика **** ( ****** ) Жиганский район , село . ******* , улица ****** дом ** , кв . * Индекс : ****** * . ********* **** *********** * . ********** *",Доставка
484,"Я заказала через Инстаграм , изменить вид оплаты можно ? И индекс там не вводила",Оплата
732,Из дисков ?,Другое
534,Добрый вечер ! Увидела перерозыгрыш сегодня . Так я выграла * место ? Или я что-то не так поняла ?,Оплата
981,"Здравствуйте ! Меня заинтересовал этот товар . Имеется черного цвета , размер **",Характеристики продукта
335,У вас адресс остался ?,Доставка
763,Из дисков ?,Другое
547,Если оплачу ** ?,Оплата
175,Нет не нужно,Общеразговорные
189,Спасибо большое,Общеразговорные
409,ОгОго ) что то быстро ) ) обычно на сбербанк в течение ** дней доходит,Оплата
851,"Платье ** размер , а сабо ** р - р сколько см по стельке ?",Характеристики продукта
446,"Я заказала через Инстаграм , изменить вид оплаты можно ? И индекс там не вводила",Оплата
